"时间","平台","订单","日志类型","价格","数量","消息"

2019-12-19 16:24:00,,,信息,,,7174.1

2019-12-19 16:24:00,,,信息,,,7148.635

2019-12-19 16:32:00,,,信息,,,7174.1

2019-12-19 16:32:00,,,信息,,,7136.343

2019-12-19 16:36:00,,,信息,,,7174.1

2019-12-19 16:36:00,,,信息,,,7138.392

2019-12-19 16:46:00,,,信息,,,7174.1

2019-12-19 16:46:00,,,信息,,,7126.1

2019-12-19 16:50:00,,,信息,,,7174.1

2019-12-19 16:50:00,,,信息,,,7126.25

2019-12-19 16:54:00,,,信息,,,7174.1

2019-12-19 16:54:00,,,信息,,,7126.2

2019-12-19 16:58:00,,,信息,,,7174.1

2019-12-19 16:58:00,,,信息,,,7126.3

2019-12-19 17:00:00,,,信息,,,7174.1

2019-12-19 17:00:00,,,信息,,,7126.3

2019-12-19 17:02:00,,,信息,,,7174.1

2019-12-19 17:02:00,,,信息,,,7126.301

2019-12-19 17:04:00,,,信息,,,7174.1

2019-12-19 17:04:00,,,信息,,,7126.299

2019-12-19 17:06:00,,,信息,,,7174.1

2019-12-19 17:06:00,,,信息,,,7091.35

2019-12-19 17:08:00,,,信息,,,7174.1

2019-12-19 17:08:00,,,信息,,,7103.0

2019-12-19 17:12:00,,,信息,,,7174.1

2019-12-19 17:12:00,,,信息,,,7079.7

2019-12-19 17:20:00,,,信息,,,7174.1

2019-12-19 17:20:00,,,信息,,,7117.3

2019-12-19 17:24:00,,,信息,,,7174.1

2019-12-19 17:24:00,,,信息,,,7109.78

2019-12-19 17:32:00,,,信息,,,7174.1

2019-12-19 17:32:00,,,信息,,,7154.9

2019-12-19 17:36:00,,,信息,,,7174.1

2019-12-19 17:36:00,,,信息,,,7147.38

2019-12-19 17:46:00,,,信息,,,7174.1

2019-12-19 17:46:00,,,信息,,,7192.5

2019-12-19 17:50:00,,,信息,,,7174.1

2019-12-19 17:50:00,,,信息,,,7165.05

2019-12-19 17:54:00,,,信息,,,7174.1

2019-12-19 17:54:00,,,信息,,,7174.2

2019-12-19 17:58:00,,,信息,,,7174.1

2019-12-19 17:58:00,,,信息,,,7155.9

2019-12-19 18:00:00,,,信息,,,7174.1

2019-12-19 18:00:00,,,信息,,,7156.0

2019-12-19 18:02:00,,,信息,,,7174.1

2019-12-19 18:02:00,,,信息,,,7156.001

2019-12-19 18:04:00,,,信息,,,7174.1

2019-12-19 18:04:00,,,信息,,,7155.999

2019-12-19 18:06:00,,,信息,,,7174.1

2019-12-19 18:06:00,,,信息,,,7155.925

2019-12-19 18:08:00,,,信息,,,7174.1

2019-12-19 18:08:00,,,信息,,,7155.95

2019-12-19 18:12:00,,,信息,,,7174.1

2019-12-19 18:12:00,,,信息,,,7155.9

2019-12-19 18:20:00,,,信息,,,7174.1

2019-12-19 18:20:00,,,信息,,,7182.833

2019-12-19 18:24:00,,,信息,,,7174.1

2019-12-19 18:24:00,,,信息,,,7177.446

2019-12-19 18:32:00,,,信息,,,7174.1

2019-12-19 18:32:00,,,信息,,,7209.766

2019-12-19 18:36:00,,,信息,,,7174.1

2019-12-19 18:36:00,,,信息,,,7204.38

2019-12-19 18:46:00,,,信息,,,7174.1

2019-12-19 18:46:00,,,信息,,,7236.7

2019-12-19 18:50:00,,,信息,,,7174.1

2019-12-19 18:50:00,,,信息,,,7203.25

2019-12-19 18:54:00,,,信息,,,7174.1

2019-12-19 18:54:00,,,信息,,,7214.4

2019-12-19 18:58:00,,,信息,,,7174.1

2019-12-19 18:58:00,,,信息,,,7192.1

2019-12-19 19:00:00,,,信息,,,7174.1

2019-12-19 19:00:00,,,信息,,,7191.6

2019-12-19 19:02:00,,,信息,,,7174.1

2019-12-19 19:02:00,,,信息,,,7191.601

2019-12-19 19:04:00,,,信息,,,7174.1

2019-12-19 19:04:00,,,信息,,,7191.599

2019-12-19 19:06:00,,,信息,,,7174.1

2019-12-19 19:06:00,,,信息,,,7174.05

2019-12-19 19:08:00,,,信息,,,7174.1

2019-12-19 19:08:00,,,信息,,,7179.9

2019-12-19 19:12:00,,,信息,,,7174.1

2019-12-19 19:12:00,,,信息,,,7168.2

2019-12-19 19:20:00,,,信息,,,7174.1

2019-12-19 19:20:00,,,信息,,,7184.033

2019-12-19 19:24:00,,,信息,,,7174.1

2019-12-19 19:24:00,,,信息,,,7180.866

2019-12-19 19:32:00,,,信息,,,7174.1

2019-12-19 19:32:00,,,信息,,,7199.866

2019-12-19 19:36:00,,,信息,,,7174.1

2019-12-19 19:36:00,,,信息,,,7196.7

2019-12-19 19:46:00,,,信息,,,7174.1

2019-12-19 19:46:00,,,信息,,,7215.7

2019-12-19 19:50:00,,,信息,,,7174.1

2019-12-19 19:50:00,,,信息,,,7198.75

2019-12-19 19:54:00,,,信息,,,7174.1

2019-12-19 19:54:00,,,信息,,,7204.4

2019-12-19 19:58:00,,,信息,,,7174.1

2019-12-19 19:58:00,,,信息,,,7193.1

2019-12-19 20:00:00,,,信息,,,7174.1

2019-12-19 20:00:00,,,信息,,,7190.9

2019-12-19 20:02:00,,,信息,,,7174.1

2019-12-19 20:02:00,,,信息,,,7190.901

2019-12-19 20:04:00,,,信息,,,7174.1

2019-12-19 20:04:00,,,信息,,,7190.899

2019-12-19 20:06:00,,,信息,,,7174.1

2019-12-19 20:06:00,,,信息,,,7185.2

2019-12-19 20:08:00,,,信息,,,7174.1

2019-12-19 20:08:00,,,信息,,,7187.1

2019-12-19 20:12:00,,,信息,,,7174.1

2019-12-19 20:12:00,,,信息,,,7183.3

2019-12-19 20:20:00,,,信息,,,7174.1

2019-12-19 20:20:00,,,信息,,,7205.533

2019-12-19 20:24:00,,,信息,,,7174.1

2019-12-19 20:24:00,,,信息,,,7201.086

2019-12-19 20:32:00,,,信息,,,7174.1

2019-12-19 20:32:00,,,信息,,,7227.766

2019-12-19 20:36:00,,,信息,,,7174.1

2019-12-19 20:36:00,,,信息,,,7223.32

2019-12-19 20:46:00,,,信息,,,7174.1

2019-12-19 20:46:00,,,信息,,,7250.0

2019-12-19 20:50:00,,,信息,,,7174.1

2019-12-19 20:50:00,,,信息,,,7232.525

2019-12-19 20:54:00,,,信息,,,7174.1

2019-12-19 20:54:00,,,信息,,,7238.35

2019-12-19 20:58:00,,,信息,,,7174.1

2019-12-19 20:58:00,,,信息,,,7226.7

2019-12-19 21:00:00,,,信息,,,7174.1

2019-12-19 21:00:00,,,信息,,,7226.93

2019-12-19 21:02:00,,,信息,,,7174.1

2019-12-19 21:02:00,,,信息,,,7226.931

2019-12-19 21:04:00,,,信息,,,7174.1

2019-12-19 21:04:00,,,信息,,,7226.929

2019-12-19 21:06:00,,,信息,,,7174.1

2019-12-19 21:06:00,,,信息,,,7256.232

2019-12-19 21:08:00,,,信息,,,7174.1

2019-12-19 21:08:00,,,信息,,,7246.465

2019-12-19 21:12:00,,,信息,,,7174.1

2019-12-19 21:12:00,,,信息,,,7266.0

2019-12-19 21:20:00,,,信息,,,7174.1

2019-12-19 21:20:00,,,信息,,,7212.333

2019-12-19 21:24:00,,,信息,,,7174.1

2019-12-19 21:24:00,,,信息,,,7223.066

2019-12-19 21:32:00,,,信息,,,7174.1

2019-12-19 21:32:00,,,信息,,,7158.666

2019-12-19 21:36:00,,,信息,,,7174.1

2019-12-19 21:36:00,,,信息,,,7169.4

2019-12-19 21:46:00,,,信息,,,7174.1

2019-12-19 21:46:00,,,信息,,,7105.0

2019-12-19 21:50:00,,,信息,,,7174.1

2019-12-19 21:50:00,,,信息,,,7121.05

2019-12-19 21:54:00,,,信息,,,7174.1

2019-12-19 21:54:00,,,信息,,,7115.7

2019-12-19 21:58:00,,,信息,,,7174.1

2019-12-19 21:58:00,,,信息,,,7126.4

2019-12-19 22:00:00,,,信息,,,7174.1

2019-12-19 22:00:00,,,信息,,,7126.5

2019-12-19 22:02:00,,,信息,,,7174.1

2019-12-19 22:02:00,,,信息,,,7126.501

2019-12-19 22:04:00,,,信息,,,7174.1

2019-12-19 22:04:00,,,信息,,,7126.499

2019-12-19 22:06:00,,,信息,,,7174.1

2019-12-19 22:06:00,,,信息,,,7112.85

2019-12-19 22:08:00,,,信息,,,7174.1

2019-12-19 22:08:00,,,信息,,,7117.4

2019-12-19 22:12:00,,,信息,,,7174.1

2019-12-19 22:12:00,,,信息,,,7108.3

2019-12-19 22:20:00,,,信息,,,7174.1

2019-12-19 22:20:00,,,信息,,,7125.433

2019-12-19 22:24:00,,,信息,,,7174.1

2019-12-19 22:24:00,,,信息,,,7122.006

2019-12-19 22:32:00,,,信息,,,7174.1

2019-12-19 22:32:00,,,信息,,,7142.566

2019-12-19 22:36:00,,,信息,,,7174.1

2019-12-19 22:36:00,,,信息,,,7139.14

2019-12-19 22:46:00,,,信息,,,7174.1

2019-12-19 22:46:00,,,信息,,,7159.7

2019-12-19 22:50:00,,,信息,,,7174.1

2019-12-19 22:50:00,,,信息,,,7158.725

2019-12-19 22:54:00,,,信息,,,7174.1

2019-12-19 22:54:00,,,信息,,,7159.05

2019-12-19 22:58:00,,,信息,,,7174.1

2019-12-19 22:58:00,,,信息,,,7158.4

2019-12-19 23:00:00,,,信息,,,7174.1

2019-12-19 23:00:00,,,信息,,,7158.4

2019-12-19 23:02:00,,,信息,,,7174.1

2019-12-19 23:02:00,,,信息,,,7158.401

2019-12-19 23:04:00,,,信息,,,7174.1

2019-12-19 23:04:00,,,信息,,,7158.399

2019-12-19 23:06:00,,,信息,,,7174.1

2019-12-19 23:06:00,,,信息,,,7153.6

2019-12-19 23:08:00,,,信息,,,7174.1

2019-12-19 23:08:00,,,信息,,,7155.2

2019-12-19 23:12:00,,,信息,,,7174.1

2019-12-19 23:12:00,,,信息,,,7152.0

2019-12-19 23:20:00,,,信息,,,7174.1

2019-12-19 23:20:00,,,信息,,,7171.833

2019-12-19 23:24:00,,,信息,,,7174.1

2019-12-19 23:24:00,,,信息,,,7167.866

2019-12-19 23:32:00,,,信息,,,7174.1

2019-12-19 23:32:00,,,信息,,,7191.666

2019-12-19 23:36:00,,,信息,,,7174.1

2019-12-19 23:36:00,,,信息,,,7187.7

2019-12-19 23:46:00,,,信息,,,7174.1

2019-12-19 23:46:00,,,信息,,,7211.5

2019-12-19 23:50:00,,,信息,,,7174.1

2019-12-19 23:50:00,,,信息,,,7188.4

2019-12-19 23:54:00,,,信息,,,7174.1

2019-12-19 23:54:00,,,信息,,,7196.1

2019-12-19 23:58:00,,,信息,,,7174.1

2019-12-19 23:58:00,,,信息,,,7180.7

2019-12-20 00:00:00,,,信息,,,7174.1

2019-12-20 00:00:00,,,信息,,,7180.7

2019-12-20 00:02:00,,,信息,,,7174.1

2019-12-20 00:02:00,,,信息,,,7180.701

2019-12-20 00:04:00,,,信息,,,7174.1

2019-12-20 00:04:00,,,信息,,,7180.699

2019-12-20 00:06:00,,,信息,,,7174.1

2019-12-20 00:06:00,,,信息,,,7199.825

2019-12-20 00:08:00,,,信息,,,7174.1

2019-12-20 00:08:00,,,信息,,,7193.45

2019-12-20 00:12:00,,,信息,,,7174.1

2019-12-20 00:12:00,,,信息,,,7206.2

2019-12-20 00:20:00,,,信息,,,7174.1

2019-12-20 00:20:00,,,信息,,,7189.633

2019-12-20 00:24:00,,,信息,,,7174.1

2019-12-20 00:24:00,,,信息,,,7192.946

2019-12-20 00:32:00,,,信息,,,7174.1

2019-12-20 00:32:00,,,信息,,,7173.066

2019-12-20 00:36:00,,,信息,,,7174.1

2019-12-20 00:36:00,,,信息,,,7176.38

2019-12-20 00:46:00,,,信息,,,7174.1

2019-12-20 00:46:00,,,信息,,,7156.5

2019-12-20 00:50:00,,,信息,,,7174.1

2019-12-20 00:50:00,,,信息,,,7168.2

2019-12-20 00:54:00,,,信息,,,7174.1

2019-12-20 00:54:00,,,信息,,,7164.3

2019-12-20 00:58:00,,,信息,,,7174.1

2019-12-20 00:58:00,,,信息,,,7172.1

2019-12-20 01:00:00,,,信息,,,7174.1

2019-12-20 01:00:00,,,信息,,,7173.32

2019-12-20 01:02:00,,,信息,,,7174.1

2019-12-20 01:02:00,,,信息,,,7173.321

2019-12-20 01:04:00,,,信息,,,7174.1

2019-12-20 01:04:00,,,信息,,,7173.319

2019-12-20 01:06:00,,,信息,,,7174.1

2019-12-20 01:06:00,,,信息,,,7189.805

2019-12-20 01:08:00,,,信息,,,7174.1

2019-12-20 01:08:00,,,信息,,,7184.31

2019-12-20 01:12:00,,,信息,,,7174.1

2019-12-20 01:12:00,,,信息,,,7195.3

2019-12-20 01:20:00,,,信息,,,7174.1

2019-12-20 01:20:00,,,信息,,,7180.933

2019-12-20 01:24:00,,,信息,,,7174.1

2019-12-20 01:24:00,,,信息,,,7183.806

2019-12-20 01:32:00,,,信息,,,7174.1

2019-12-20 01:32:00,,,信息,,,7166.566

2019-12-20 01:36:00,,,信息,,,7174.1

2019-12-20 01:36:00,,,信息,,,7169.44

2019-12-20 01:46:00,,,信息,,,7174.1

2019-12-20 01:46:00,,,信息,,,7152.2

2019-12-20 01:50:00,,,信息,,,7174.1

2019-12-20 01:50:00,,,信息,,,7164.8

2019-12-20 01:54:00,,,信息,,,7174.1

2019-12-20 01:54:00,,,信息,,,7160.6

2019-12-20 01:58:00,,,信息,,,7174.1

2019-12-20 01:58:00,,,信息,,,7169.0

2019-12-20 02:00:00,,,信息,,,7174.1

2019-12-20 02:00:00,,,信息,,,7172.7

2019-12-20 02:02:00,,,信息,,,7174.1

2019-12-20 02:02:00,,,信息,,,7172.701

2019-12-20 02:04:00,,,信息,,,7174.1

2019-12-20 02:04:00,,,信息,,,7172.699

2019-12-20 02:06:00,,,信息,,,7174.1

2019-12-20 02:06:00,,,信息,,,7164.675

2019-12-20 02:08:00,,,信息,,,7174.1

2019-12-20 02:08:00,,,信息,,,7167.35

2019-12-20 02:12:00,,,信息,,,7174.1

2019-12-20 02:12:00,,,信息,,,7162.0

2019-12-20 02:20:00,,,信息,,,7174.1

2019-12-20 02:20:00,,,信息,,,7175.9

2019-12-20 02:24:00,,,信息,,,7174.1

2019-12-20 02:24:00,,,信息,,,7173.12

2019-12-20 02:32:00,,,信息,,,7174.1

2019-12-20 02:32:00,,,信息,,,7189.8

2019-12-20 02:36:00,,,信息,,,7174.1

2019-12-20 02:36:00,,,信息,,,7187.02

2019-12-20 02:46:00,,,信息,,,7174.1

2019-12-20 02:46:00,,,信息,,,7203.7

2019-12-20 02:50:00,,,信息,,,7174.1

2019-12-20 02:50:00,,,信息,,,7194.25

2019-12-20 02:54:00,,,信息,,,7174.1

2019-12-20 02:54:00,,,信息,,,7197.4

2019-12-20 02:58:00,,,信息,,,7174.1

2019-12-20 02:58:00,,,信息,,,7191.1

2019-12-20 03:00:00,,,信息,,,7174.1

2019-12-20 03:00:00,,,信息,,,7190.2

2019-12-20 03:02:00,,,信息,,,7174.1

2019-12-20 03:02:00,,,信息,,,7190.201

2019-12-20 03:04:00,,,信息,,,7174.1

2019-12-20 03:04:00,,,信息,,,7190.199

2019-12-20 03:06:00,,,信息,,,7174.1

2019-12-20 03:06:00,,,信息,,,7178.125

2019-12-20 03:08:00,,,信息,,,7174.1

2019-12-20 03:08:00,,,信息,,,7182.15

2019-12-20 03:12:00,,,信息,,,7174.1

2019-12-20 03:12:00,,,信息,,,7174.1

2019-12-20 03:20:00,,,信息,,,7174.1

2019-12-20 03:20:00,,,信息,,,7187.503

2019-12-20 03:24:00,,,信息,,,7174.1

2019-12-20 03:24:00,,,信息,,,7184.822

2019-12-20 03:32:00,,,信息,,,7174.1

2019-12-20 03:32:00,,,信息,,,7200.906

2019-12-20 03:36:00,,,信息,,,7174.1

2019-12-20 03:36:00,,,信息,,,7198.226

2019-12-20 03:46:00,,,信息,,,7174.1

2019-12-20 03:46:00,,,信息,,,7214.31

2019-12-20 03:50:00,,,信息,,,7174.1

2019-12-20 03:50:00,,,信息,,,7212.502

2019-12-20 03:54:00,,,信息,,,7174.1

2019-12-20 03:54:00,,,信息,,,7213.105

2019-12-20 03:58:00,,,信息,,,7174.1

2019-12-20 03:58:00,,,信息,,,7211.9

2019-12-20 04:00:00,,,信息,,,7174.1

2019-12-20 04:00:00,,,信息,,,7212.0

2019-12-20 04:02:00,,,信息,,,7174.1

2019-12-20 04:02:00,,,信息,,,7212.001

2019-12-20 04:04:00,,,信息,,,7174.1

2019-12-20 04:04:00,,,信息,,,7211.999

2019-12-20 04:06:00,,,信息,,,7174.1

2019-12-20 04:06:00,,,信息,,,7213.8

2019-12-20 04:08:00,,,信息,,,7174.1

2019-12-20 04:08:00,,,信息,,,7213.2

2019-12-20 04:12:00,,,信息,,,7174.1

2019-12-20 04:12:00,,,信息,,,7214.4

2019-12-20 04:20:00,,,信息,,,7174.1

2019-12-20 04:20:00,,,信息,,,7199.733

2019-12-20 04:24:00,,,信息,,,7174.1

2019-12-20 04:24:00,,,信息,,,7202.666

2019-12-20 04:32:00,,,信息,,,7174.1

2019-12-20 04:32:00,,,信息,,,7185.066

2019-12-20 04:36:00,,,信息,,,7174.1

2019-12-20 04:36:00,,,信息,,,7188.0

2019-12-20 04:46:00,,,信息,,,7174.1

2019-12-20 04:46:00,,,信息,,,7170.4

2019-12-20 04:50:00,,,信息,,,7174.1

2019-12-20 04:50:00,,,信息,,,7184.8

2019-12-20 04:54:00,,,信息,,,7174.1

2019-12-20 04:54:00,,,信息,,,7180.0

2019-12-20 04:58:00,,,信息,,,7174.1

2019-12-20 04:58:00,,,信息,,,7189.6

2019-12-20 05:00:00,,,信息,,,7174.1

2019-12-20 05:00:00,,,信息,,,7186.28

2019-12-20 05:02:00,,,信息,,,7174.1

2019-12-20 05:02:00,,,信息,,,7186.281

2019-12-20 05:04:00,,,信息,,,7174.1

2019-12-20 05:04:00,,,信息,,,7186.279

2019-12-20 05:06:00,,,信息,,,7174.1

2019-12-20 05:06:00,,,信息,,,7173.47

2019-12-20 05:08:00,,,信息,,,7174.1

2019-12-20 05:08:00,,,信息,,,7177.74

2019-12-20 05:12:00,,,信息,,,7174.1

2019-12-20 05:12:00,,,信息,,,7169.2

2019-12-20 05:20:00,,,信息,,,7174.1

2019-12-20 05:20:00,,,信息,,,7178.866

2019-12-20 05:24:00,,,信息,,,7174.1

2019-12-20 05:24:00,,,信息,,,7176.933

2019-12-20 05:32:00,,,信息,,,7174.1

2019-12-20 05:32:00,,,信息,,,7188.533

2019-12-20 05:36:00,,,信息,,,7174.1

2019-12-20 05:36:00,,,信息,,,7186.6

2019-12-20 05:46:00,,,信息,,,7174.1

2019-12-20 05:46:00,,,信息,,,7198.2

2019-12-20 05:50:00,,,信息,,,7174.1

2019-12-20 05:50:00,,,信息,,,7192.875

2019-12-20 05:54:00,,,信息,,,7174.1

2019-12-20 05:54:00,,,信息,,,7194.65

2019-12-20 05:58:00,,,信息,,,7174.1

2019-12-20 05:58:00,,,信息,,,7191.1

2019-12-20 06:00:00,,,信息,,,7174.1

2019-12-20 06:00:00,,,信息,,,7191.4

2019-12-20 06:02:00,,,信息,,,7174.1

2019-12-20 06:02:00,,,信息,,,7191.401

2019-12-20 06:04:00,,,信息,,,7174.1

2019-12-20 06:04:00,,,信息,,,7191.399

2019-12-20 06:06:00,,,信息,,,7174.1

2019-12-20 06:06:00,,,信息,,,7191.85

2019-12-20 06:08:00,,,信息,,,7174.1

2019-12-20 06:08:00,,,信息,,,7191.7

2019-12-20 06:12:00,,,信息,,,7174.1

2019-12-20 06:12:00,,,信息,,,7192.0

2019-12-20 06:20:00,,,信息,,,7174.1

2019-12-20 06:20:00,,,信息,,,7184.566

2019-12-20 06:24:00,,,信息,,,7174.1

2019-12-20 06:24:00,,,信息,,,7186.053

2019-12-20 06:32:00,,,信息,,,7174.1

2019-12-20 06:32:00,,,信息,,,7177.133

2019-12-20 06:36:00,,,信息,,,7174.1

2019-12-20 06:36:00,,,信息,,,7178.62

2019-12-20 06:46:00,,,信息,,,7174.1

2019-12-20 06:46:00,,,信息,,,7169.7

2019-12-20 06:50:00,,,信息,,,7174.1

2019-12-20 06:50:00,,,信息,,,7183.2

2019-12-20 06:54:00,,,信息,,,7174.1

2019-12-20 06:54:00,,,信息,,,7178.7

2019-12-20 06:58:00,,,信息,,,7174.1

2019-12-20 06:58:00,,,信息,,,7187.7

2019-12-20 07:00:00,,,信息,,,7174.1

2019-12-20 07:00:00,,,信息,,,7187.7

2019-12-20 07:02:00,,,信息,,,7174.1

2019-12-20 07:02:00,,,信息,,,7187.701

2019-12-20 07:04:00,,,信息,,,7174.1

2019-12-20 07:04:00,,,信息,,,7187.699

2019-12-20 07:06:00,,,信息,,,7174.1

2019-12-20 07:06:00,,,信息,,,7190.925

2019-12-20 07:08:00,,,信息,,,7174.1

2019-12-20 07:08:00,,,信息,,,7189.85

2019-12-20 07:12:00,,,信息,,,7174.1

2019-12-20 07:12:00,,,信息,,,7192.0

2019-12-20 07:20:00,,,信息,,,7174.1

2019-12-20 07:20:00,,,信息,,,7185.733

2019-12-20 07:24:00,,,信息,,,7174.1

2019-12-20 07:24:00,,,信息,,,7186.986

2019-12-20 07:32:00,,,信息,,,7174.1

2019-12-20 07:32:00,,,信息,,,7179.466

2019-12-20 07:36:00,,,信息,,,7174.1

2019-12-20 07:36:00,,,信息,,,7180.72

2019-12-20 07:46:00,,,信息,,,7174.1

2019-12-20 07:46:00,,,信息,,,7173.2

2019-12-20 07:50:00,,,信息,,,7174.1

2019-12-20 07:50:00,,,信息,,,7179.65

2019-12-20 07:54:00,,,信息,,,7174.1

2019-12-20 07:54:00,,,信息,,,7177.5

2019-12-20 07:58:00,,,信息,,,7174.1

2019-12-20 07:58:00,,,信息,,,7181.8

2019-12-20 08:00:00,,,信息,,,7174.1

2019-12-20 08:00:00,,,信息,,,7181.77

2019-12-20 08:02:00,,,信息,,,7174.1

2019-12-20 08:02:00,,,信息,,,7181.771

2019-12-20 08:04:00,,,信息,,,7174.1

2019-12-20 08:04:00,,,信息,,,7181.769

2019-12-20 08:06:00,,,信息,,,7174.1

2019-12-20 08:06:00,,,信息,,,7186.667

2019-12-20 08:08:00,,,信息,,,7174.1

2019-12-20 08:08:00,,,信息,,,7185.035

2019-12-20 08:12:00,,,信息,,,7174.1

2019-12-20 08:12:00,,,信息,,,7188.3

2019-12-20 08:20:00,,,信息,,,7174.1

2019-12-20 08:20:00,,,信息,,,7164.466

2019-12-20 08:24:00,,,信息,,,7174.1

2019-12-20 08:24:00,,,信息,,,7169.233

2019-12-20 08:32:00,,,信息,,,7174.1

2019-12-20 08:32:00,,,信息,,,7140.633

2019-12-20 08:36:00,,,信息,,,7174.1

2019-12-20 08:36:00,,,信息,,,7145.4

2019-12-20 08:46:00,,,信息,,,7174.1

2019-12-20 08:46:00,,,信息,,,7116.8

2019-12-20 08:50:00,,,信息,,,7174.1

2019-12-20 08:50:00,,,信息,,,7144.7

2019-12-20 08:54:00,,,信息,,,7174.1

2019-12-20 08:54:00,,,信息,,,7135.4

2019-12-20 08:58:00,,,信息,,,7174.1

2019-12-20 08:58:00,,,信息,,,7154.0

2019-12-20 09:00:00,,,信息,,,7174.1

2019-12-20 09:00:00,,,信息,,,7154.1

2019-12-20 09:02:00,,,信息,,,7174.1

2019-12-20 09:02:00,,,信息,,,7154.101

2019-12-20 09:04:00,,,信息,,,7174.1

2019-12-20 09:04:00,,,信息,,,7154.099

2019-12-20 09:06:00,,,信息,,,7174.1

2019-12-20 09:06:00,,,信息,,,7157.775

2019-12-20 09:08:00,,,信息,,,7174.1

2019-12-20 09:08:00,,,信息,,,7156.55

2019-12-20 09:12:00,,,信息,,,7174.1

2019-12-20 09:12:00,,,信息,,,7159.0

2019-12-20 09:20:00,,,信息,,,7174.1

2019-12-20 09:20:00,,,信息,,,7149.4

2019-12-20 09:24:00,,,信息,,,7174.1

2019-12-20 09:24:00,,,信息,,,7151.319

2019-12-20 09:32:00,,,信息,,,7174.1

2019-12-20 09:32:00,,,信息,,,7139.799

2019-12-20 09:36:00,,,信息,,,7174.1

2019-12-20 09:36:00,,,信息,,,7141.72

2019-12-20 09:46:00,,,信息,,,7174.1

2019-12-20 09:46:00,,,信息,,,7130.2

2019-12-20 09:50:00,,,信息,,,7174.1

2019-12-20 09:50:00,,,信息,,,7135.15

2019-12-20 09:54:00,,,信息,,,7174.1

2019-12-20 09:54:00,,,信息,,,7133.5

2019-12-20 09:58:00,,,信息,,,7174.1

2019-12-20 09:58:00,,,信息,,,7136.8

2019-12-20 10:00:00,,,信息,,,7174.1

2019-12-20 10:00:00,,,信息,,,7136.9

2019-12-20 10:02:00,,,信息,,,7174.1

2019-12-20 10:02:00,,,信息,,,7136.901

2019-12-20 10:04:00,,,信息,,,7174.1

2019-12-20 10:04:00,,,信息,,,7136.899

2019-12-20 10:06:00,,,信息,,,7174.1

2019-12-20 10:06:00,,,信息,,,7135.475

2019-12-20 10:08:00,,,信息,,,7174.1

2019-12-20 10:08:00,,,信息,,,7135.95

2019-12-20 10:12:00,,,信息,,,7174.1

2019-12-20 10:12:00,,,信息,,,7135.0

2019-12-20 10:20:00,,,信息,,,7174.1

2019-12-20 10:20:00,,,信息,,,7145.466

2019-12-20 10:24:00,,,信息,,,7174.1

2019-12-20 10:24:00,,,信息,,,7143.373

2019-12-20 10:32:00,,,信息,,,7174.1

2019-12-20 10:32:00,,,信息,,,7155.933

2019-12-20 10:36:00,,,信息,,,7174.1

2019-12-20 10:36:00,,,信息,,,7153.84

2019-12-20 10:46:00,,,信息,,,7174.1

2019-12-20 10:46:00,,,信息,,,7166.4

2019-12-20 10:50:00,,,信息,,,7174.1

2019-12-20 10:50:00,,,信息,,,7163.475

2019-12-20 10:54:00,,,信息,,,7174.1

2019-12-20 10:54:00,,,信息,,,7164.45

2019-12-20 10:58:00,,,信息,,,7174.1

2019-12-20 10:58:00,,,信息,,,7162.5

2019-12-20 11:00:00,,,信息,,,7174.1

2019-12-20 11:00:00,,,信息,,,7162.6

2019-12-20 11:02:00,,,信息,,,7174.1

2019-12-20 11:02:00,,,信息,,,7162.601

2019-12-20 11:04:00,,,信息,,,7174.1

2019-12-20 11:04:00,,,信息,,,7162.599

2019-12-20 11:06:00,,,信息,,,7174.1

2019-12-20 11:06:00,,,信息,,,7167.25

2019-12-20 11:08:00,,,信息,,,7174.1

2019-12-20 11:08:00,,,信息,,,7165.7

2019-12-20 11:12:00,,,信息,,,7174.1

2019-12-20 11:12:00,,,信息,,,7168.8

2019-12-20 11:20:00,,,信息,,,7174.1

2019-12-20 11:20:00,,,信息,,,7165.566

2019-12-20 11:24:00,,,信息,,,7174.1

2019-12-20 11:24:00,,,信息,,,7166.213

2019-12-20 11:32:00,,,信息,,,7174.1

2019-12-20 11:32:00,,,信息,,,7162.333

2019-12-20 11:36:00,,,信息,,,7174.1

